sort,season,name,description,GDlng,Gdlat
27,YD7,YD7-宁波汉庭,DAY3起点,121.5503686,29.85930596
27,YD7,YD7-宁波博物馆,古地图拼图,121.5469502,29.81485795
27,YD7,YD7-永丰库遗址,搭牙签塔,121.5473569,29.8738319
27,YD7,YD7-天一广场,DAY3中午淘汰点,121.5541487,29.86935784
27,YD7,YD7-城隍庙商城,DT：缝制小黄人/涂指甲油,121.5504157,29.86715429
27,YD7,YD7-宁波大剧院,冲刺中国第一季第一赛段终点，YD7途经点,121.5481405,29.89201162
27,YD7,YD7-日湖公园黄金沙滩,下水捞线索+赛段终点,121.5636036,29.89603523
27,YD7,YD7-月湖公园,夜赛是自寻死路！,121.5437622,29.86713538
27,YD7,YD7-南塘油赞子,FF点：花光经费购买油赞子,121.5407293,29.85566933
27,YD7,YD7-天一阁,门票景点当然只是门口晃一下。,121.5397275,29.87103637
27,YD7,YD7-杭州东站,选手们在这里开始杭州赛段之旅,120.2113768,30.28995956
27,YD7,YD7-拱宸桥,选手们要在这里破解一个成语谜题，之后乘运河水上巴士南下至杭州市中心。,120.1393549,30.31823535
27,YD7,YD7-西湖文化广场,RB：杭州大厦再现,120.1631098,30.27535176
27,YD7,YD7-杭州大厦,,120.1615949,30.27143177
27,YD7,YD7-西湖天下景,一座美丽的亭子，选手们要在这里选择记唱段还是画脸谱。,120.1428195,30.25130993
27,YD7,YD7-涌金楼,本地图的第1000个点，YD7杭州赛段终点，某传奇选手退赛处。,120.1583291,30.24658861
27,YD7,YD7-上海中汽丰田松江分店,只持续了一季但是非常重要的赞助商大佬,121.2441806,31.0214693
27,YD7,YD7-松江南站,YD7决赛日，选手一早乘坐高铁前往松江南站,121.2312721,30.98484342
27,YD7,YD7-云间第一楼,一座有历史的城楼，现在成为了一所学校的校门。,121.2445428,31.00722688
27,YD7,YD7-泰晤士小镇,选手们需要根据 各种雕像局部的照片，找到完整的雕像并拍照,121.197689,31.03352829
27,YD7,YD7-开元地中海,回忆任务1地点,121.2197812,31.03814461
27,YD7,YD7-黄金城道,YD7最终任务：卫星图排序+最后终点。见证了第一支双女冠军的产生。,121.402005,31.19502332
28,FZ1,FZ1-五一广场,LEG1绕道：学太极拳,119.3080462,26.07542134
28,FZ1,FZ1-乌塔,LEG1让路,119.3004494,26.07737943
28,FZ1,FZ1-文庙,LEG1绕道：对照片解密码锁,119.3020697,26.07798271
28,FZ1,FZ1-道山亭,LEG1路障：背诵《道山亭记》选段,119.2971272,26.07580255
28,FZ1,FZ1-沁洌池,LEG1中继站,119.2978981,26.07714412
28,FZ1,FZ1-林则徐纪念馆,LEG2绕道：数碑文 或者 答题,119.2975946,26.07825966
28,FZ1,FZ1-光禄吟台,LEG2回转点,119.2965968,26.08049231
28,FZ1,FZ1-南后街牌坊,LEG2中继站,119.2962333,26.08560687
28,FZ1,FZ1-老友记咖啡馆,LEG3路障：制作一杯饮品,119.307272,26.05550594
28,FZ1,FZ1-上下杭,LEG3路线：在指定门牌附近寻找照片碎片,119.3074363,26.05159866
28,FZ1,FZ1-苍霞公园,LEG3中继站,119.3066804,26.04612475
28,FZ1,FZ1-南江滨公园沙排场,LEG4路障：挖沙堡寻找线索,119.2710941,26.05486739
28,FZ1,FZ1-永辉超市（江南水都店）,LEG4联合：卖恒大冰泉,119.2834659,26.04486495
28,FZ1,FZ1-万象城麦当劳,LEG4路障：回忆任务,119.2910401,26.06343825
28,FZ1,FZ1-宝龙城市广场,FZ1终点,119.2918119,26.06179953
28,FZ1,FZ1-于山堂,FZ1起点,119.3083125,26.07650138
28,FZ1,FZ1-大士殿,LEG1路线,119.3073291,26.0780002
28,FZ1,FZ1-红娘相亲点,LEG1：寻找带有线索的相亲信息,119.3067688,26.07674472
29,GZ1,GZ1-越秀公园五羊石雕,"LEG1-起点:广州(羊城)的地标,同时也是城市飞奔广州赛第一季的起点,标志着城市飞奔广州赛的正式诞生!",113.2629505,23.13796451
29,GZ1,GZ1-必胜客,GZ1完满结束后，大部分参赛选手和幕后团队在这里共同庆祝城市飞奔广州赛区成功举办第一季！,113.3238142,23.11528888
29,GZ1,GZ1-陈家祠广场,LEG1-RB: 1min内原地转10圈后跳绳10下,113.2453505,23.12637982
29,GZ1,GZ1-荔湾湖公园,"LEG1-DT:数豆(在一碗杂粮中挑选并数出所有绿豆数量) or 找字(在卡纸堆中找齐""城市飞奔""四个字)",113.2324422,23.11889647
29,GZ1,GZ1-八和会馆,LEG1-RI,113.2390807,23.11415051
29,GZ1,GZ1-詹天佑故居,"LEG1-PS:最后签到的队伍将会被淘汰,同时也是LEG2起点",113.2395223,23.1131097
29,GZ1,GZ1-沙面,LEG2-DT:细心(通过5张铜像的局部照片找到相应铜像并拍照) or 耐心(参考样品制作笔筒工艺品),113.2417383,23.10736092
29,GZ1,GZ1-天字码头,"LEG2-RI:前往PS途中要完成数独(数独任务超难,被本季选手们疯狂吐槽)",113.2711097,23.11481114
29,GZ1,GZ1-中大北门码头,"LEG2-加插任务:由于数独任务太变态导致多支队伍无法完成,幕后临时加设沙画比赛,通过PK争取晋级名额",113.300402,23.10252481
29,GZ1,GZ1-中大北门,"LEG2-PS:最后签到的队伍将被淘汰,同时也是LEG3的起点",113.2997595,23.10297998
29,GZ1,GZ1-中山大学怀士堂,LEG3-DT:学霸(通过书名将4本书送到制定学院) or 脑残(观察18个铜像的相关信息并记忆填写),113.2980701,23.09568233
29,GZ1,GZ1-广州图书馆新馆,LEG3-RB:不通过电脑利用3个索引号找到指定书本,113.3257651,23.1167179
29,GZ1,GZ1-广州大剧院,LEG3-回忆任务:将本季去过的地点的图片按顺序进行排列,113.3228604,23.1147688
29,GZ1,GZ1-海心沙广场,LEG3-FINISH LINE:城市飞奔广州赛第一季的终点!,113.324367,23.11306282
31,SH14,SH14-甜爱路邮筒,LEG2RI：寄出一张明信片，这个地方又不甜又没爱。,121.4834802,31.26503969
31,SH14,SH14-诺亚新天地广场,LEG4PS，LEG5起点,121.4957873,31.3821042
31,SH14,SH14-精武公园,LEG5RI：默契画图,121.4860901,31.28721992
31,SH14,SH14-十六铺老码头,LEG5DT：水手结还是苏州码子,121.5051713,31.21947699
31,SH14,SH14-白玉兰广场,SH14第四赛段途经点。,121.4877496,31.39545964
31,SH14,SH14-黄金城道,SH14起点，SH主办之一小呆格外喜欢的地方。\n起跑线任务：福尔摩斯小人密码,121.4048608,31.19435527
31,SH14,SH14-幸福的探戈,LEG1RI,121.4227495,31.21950924
31,SH14,SH14-沪西工人文化宫,LEG1RB：平衡珠,121.4213855,31.23927607
31,SH14,SH14-我格广场,LEG1PS，LEG2起点,121.4236405,31.23747978
31,SH14,SH14-昌化路桥,LEG2DT选择点。,121.4438792,31.25011169
31,SH14,SH14-上海纺织博物馆,LEG2DT：解密,121.44592,31.24683786
31,SH14,SH14-梦清园,LEG2DT，不好意思，就是跳绳,121.4410102,31.25024975
31,SH14,SH14-公路0公里路标,LEG3RI：公路0公里路标,121.4743485,31.22945927
31,SH14,SH14-衡山公园,LEG3RB：摩斯电码,121.4428764,31.20014476
31,SH14,SH14-徐家汇公园,LEG3RB2：沙画,121.4419003,31.19785003
31,SH14,SH14-陈化成纪念馆,LEG4RI：找古树名录,121.493242,31.4096059
31,SH14,SH14-玉兰芯,SH4来过，LEG4RB：谁精通历史,121.4877048,31.39564916
31,SH14,SH14-日月光,SH14终点，回忆任务,121.4675698,31.2060562
32,YD8,YD8-滨江公园,随着YD2选手Abel的语音播报，选手们来到YD3曾经到过的这座公园，做一样的任务。这次却有很多队伍无法完成了……,120.9673266,31.39072715
32,YD8,YD8-森林公园,DT任务领取点，幕后在这边现场策划套马任务，至今没有用过。,120.9095935,31.39038752
32,YD8,YD8-钓鱼点,钓几条鱼可以只要三分钟，也可能需要30分钟。,120.9129086,31.3904456
32,YD8,YD8-射箭点,一元一支，多买多送。,120.9064646,31.39463562
32,YD8,YD8-渔家灯火,抓鱼任务，准备这个任务的小分队在寒风中瑟瑟发抖。北风和稻草人感受到了比赛的气氛，居然跑了起来。,120.8246915,31.37406132
32,YD8,YD8-阳澄湖畔,芦苇荡中的美丽终点，有一米九五的主持人在等待。,120.8266079,31.37897077
32,YD8,YD8-长风一号绿地火花博物馆,YD8起点，有一面马赛克贴成的“游龙”火柴盒的墙,121.3987876,31.21942549
32,YD8,YD8-长风公园青枫亭,一米九五的主持人在这里等待着选手从马路对面的公园跑过来。,121.3994715,31.224015
32,YD8,YD8-南禅寺,LEG1 DT领取处：吃辣翅/吃蚕蛹,120.3079241,31.56629565
32,YD8,YD8-辣翅店,辣的版本真的很辣！,120.309402,31.56453087
32,YD8,YD8-蚕蛹店,这个我真的不想测试！,120.3096981,31.56515103
32,YD8,YD8-明华学士坊,YD8无锡赛段第一个点,120.3741936,31.58085459
32,YD8,YD8-无锡东站,,120.4611312,31.59717737
32,YD8,YD8-无锡站,,120.3064793,31.58904227
32,YD8,YD8-何振梁与奥林匹克陈列馆,RB：蒙眼指挥拼奥运五环,120.2847989,31.58554951
32,YD8,YD8-胜利门海友,DAY2&DAY3起点,120.2984109,31.58198901
32,YD8,YD8-崇安阁,DAY1终点,120.3005103,31.57695983
32,YD8,YD8-太湖广场,DT：拼纸模型/玩别点3,120.3039585,31.55171132
32,YD8,YD8-江南大学西门附近篮球场,RB：背投篮球,120.2651578,31.48737739
32,YD8,YD8-长广溪湿地,DAY2午休点,120.2601733,31.49377283
32,YD8,YD8-宝界书院,DT领取点：爬山/匍匐,120.2403155,31.51278948
32,YD8,YD8-宝界公园水上舞台,DT：在座位底下找到隐藏的线索。因为描述的很可怕所以没人选。,120.2460408,31.51154504
32,YD8,YD8-宝界山顶平台,DT爬山任务检查处,120.2370258,31.51205465
32,YD8,YD8-渔夫岛沙滩,RB：用指南针寻找沙滩里的磁铁。谁都没想到后面的一条无锡话语音线索才是导致血崩的关键。,120.2386877,31.5309372
32,YD8,YD8-太湖之星摩天轮,造成了无数惨剧的地方，三支队伍无法找到这里,120.2662051,31.51945209
32,YD8,YD8-上海赛车场,LEG4 DT：推小车/丢飞机,121.2261801,31.32987326
32,YD8,YD8-南水关,一个不看着地图走很难找的地方，RB：体力任务-汉诺塔,121.2560795,31.37664125
32,YD8,YD8-静安寺下沉广场,DAY4-RB：手绘二维码,121.4458644,31.22244211
32,YD8,YD8-iapm,DAY4终点大斜坡，DAY5起点。保安一直要赶人，这次我们没有小呆帮忙了。,121.4576752,31.2156542
32,YD8,YD8-上海黄浦剧场,DAY5 RI,121.4755496,31.23838089
32,YD8,YD8-南京路,选手们要根据服装的图片，在整条街上找到工作人员。,121.4782034,31.23553298
32,YD8,YD8-竹园绿地,DT：顶气球/做气球狗,121.5318911,31.22083353
32,YD8,YD8-彩虹桥,YD8回忆任务地点,121.4984125,31.24709212
32,YD8,YD8-川北绿地,YD8终点,121.4843666,31.25360537
33,QD1,QD1-回澜阁,青岛赛第一季起点,120.3193979,36.06192081
33,QD1,QD1-第一海水浴场,“沙滩寻宝”,120.3416824,36.05727686
33,QD1,QD1-良友书坊,“遨游书海”,120.3221302,36.0634896
33,QD1,QD1-嘉木美术馆,【众里寻TA千百度】任务,120.3215099,36.06544984
33,QD1,QD1-老舍故居,“声情并茂”任务,120.33204,36.06249025
33,QD1,QD1-康有为故居纪念馆,【畅游天游园】任务,120.3394489,36.05950043
33,QD1,QD1-千羽射箭馆,“射雕英雄”任务,120.3666666,36.06091795
33,QD1,QD1-树爷咖啡馆,“能工巧匠”——修理自行车,120.3491295,36.05324988
33,QD1,QD1-五四广场,“来自风的善意”跳操任务,120.3862242,36.06192163
33,QD1,QD1-百丽广场,“赠人玫瑰”任务,120.3951202,36.05988963
33,QD1,QD1-不是书店,青岛赛第一季终点,120.3864796,36.07536994
34,FZ2,FZ2-温泉公园,FZ2起跑点,119.3127503,26.09756981
34,FZ2,FZ2-新华都购物广场(五四路店),LEG1路障：找带有“”福“”字的商品,119.3058023,26.09630714
34,FZ2,FZ2-林则徐出生地,LEG1绕道：填词,119.3009797,26.09409987
34,FZ2,FZ2-中山纪念堂,LEG1让路点,119.3001755,26.09606503
34,FZ2,FZ2-欧冶池,LEG1绕道：纸剑,119.2988361,26.0959336
34,FZ2,FZ2-冶山古迹,LEG1中继站,119.3001309,26.09533014
34,FZ2,FZ2-西湖游船码头,LEG2路线：划船至“鉴湖慕鱼”领取公仔,119.2894607,26.09173936
34,FZ2,FZ2-湖西亭,LEG2绕道：对春联,119.2881005,26.08986968
34,FZ2,FZ2-晨曦广场,LEG2绕道：踢毽子,119.2926797,26.09203041
34,FZ2,FZ2-开化寺,LEG2回转点,119.289694,26.09258463
34,FZ2,FZ2-福建省博物馆,LEG2路障：记忆生物照片在馆内寻找生物名字,119.2857901,26.09342002
34,FZ2,FZ2-梦山阁,LEG2中继站,119.2861397,26.08914018
34,FZ2,FZ2-茶亭公园荷香戏台,LEG3联合：多米诺骨牌,119.3067202,26.06603965
34,FZ2,FZ2-虾想虾享,LEG3路障：单手剥小龙虾,119.3046801,26.06748535
34,FZ2,FZ2-福建医科大学台江小区田径场,LEG3路线：扔飞盘,119.3011994,26.06742062
34,FZ2,FZ2-福建医科大学台江小区水塔,LEG3中继站,119.2988366,26.06945924
34,FZ2,FZ2-福州花海公园,LEG4路线：背对背画图,119.3515899,26.04192869
34,FZ2,FZ2-泛船浦天主教堂,LEG4路障：回忆任务，回忆比赛中领取线索时幕后说的祝福语,119.32472,26.04763073
34,FZ2,FZ2-滨江旅游休闲广场,FZ2终点,119.311548,26.05101864
34,FZ2,FZ2-鼓山大桥,LEG4路线：步行穿越鼓山大桥,119.358257,26.04192911
35,GZ2,GZ2-暨南大学,GZ2起点,113.3476605,23.12718001
35,GZ2,GZ2-红线女艺术中心,LEG1-RB：记忆红线女作品相关信息。,113.3421759,23.12450466
35,GZ2,GZ2-红专厂,LEG1-DT：打结 或 找人,113.3686247,23.11224185
35,GZ2,GZ2-红专厂制罐亭,LEG1中继站、LEG2起点。,113.3674539,23.11399087
35,GZ2,GZ2-大学城北区,LEG2-RI,113.3844782,23.05722501
35,GZ2,GZ2-文塔公园,LEG2-RB：品尝12种百力滋口味并正确匹配。,113.4116302,23.07076094
35,GZ2,GZ2-中山公园,LEG2-DT：细心 或 耐心,113.4180821,23.07290224
35,GZ2,GZ2-辛亥革命纪念馆,LEG2-双让路,113.420697,23.07244378
35,GZ2,GZ2-黄埔军校旧址-孙总理纪念碑,LEG2中继站、LEG3起点。,113.4239795,23.08622887
35,GZ2,GZ2-广州香格里拉大酒店,LEG3-RB：解出逻辑题得到电话号码并拨过去获取下一条线索。,113.3690652,23.10156196
35,GZ2,GZ2-有轨电车会展东站,LEG3-DT：音乐 或 运动,113.368833,23.10414262
35,GZ2,GZ2-珠影星光城,LEG3中转站、LEG4起点,113.3208843,23.09478834
35,GZ2,GZ2-TIT创意园,LEG4-RB：完成手游“别踩白块儿”。,113.3251893,23.09979372
35,GZ2,GZ2-广州志愿者公园南区,LEG4-终极任务：考验默契，猜测队友想法填出一样答案。,113.2527962,23.08620979
35,GZ2,GZ2-太古仓码头,GZ2终点站。,113.2525284,23.08896596
36,ZH0,ZH0-九洲城,2015.4.18内部赛起点 leg1-1 RI：找出文物的名字,113.5795894,22.25718009
36,ZH0,ZH0-景山公园,leg1-2 DT：双人折纸 or 双人跳绳,113.57556,22.26394135
36,ZH0,ZH0-珠海渔女,leg1-3 RB：拍情侣照,113.5882607,22.26232385
36,ZH0,ZH0-海霞新村游憩场,leg1-4 对抗：100道四则运算,113.5813902,22.26889957
36,ZH0,ZH0-名亭公园,leg2-1 DT：骑行 or 运水,113.58112,22.27474784
36,ZH0,ZH0-烈士陵园,leg2-2 RB：将烈士的名字分类,113.5779085,22.27644961
36,ZH0,ZH0-香山公园,leg2-3 内部赛终点,113.573089,22.2745153
37,SH15,SH15-上海体育场,SH15起点，但实际上在SH9已来过旁边的攀岩馆。,121.4428601,31.180412
37,SH15,SH15-莘城中央公园,SH15第一赛段途经点，选手们在这里开始了他们美丽的闵行公园半日游。\nLEG1RB：旗语,121.3866495,31.10508951
37,SH15,SH15-闵行体育公园1号门,LEG1PS，LEG2起点，RB2：品尝饮料，主持人无情躲在了树的后面。,121.3670647,31.14348363
37,SH15,SH15-闵行文化公园1号门,LEG2RI，迷宫背人找线索，选手们前往公园内的一处浮雕墙。,121.3587946,31.16682869
37,SH15,SH15-闵行文化公园观景台,LEG2RB：背书，地势相对较高。,121.3609195,31.16650989
37,SH15,SH15-闵行文化公园青少年活动区,LEG2PS，LEG3起点，这次主持人再次躲起来了。,121.3614709,31.15800978
37,SH15,SH15-闵行文化公园碉堡遗址,LEG2RB点，漕宝路7号桥碉堡遗址记录了抗日战争到解放战争一个小小碉堡的岁月变迁，选手们面对多达300字的碑文。,121.3609755,31.15917609
37,SH15,SH15-闵行文化公园市民广场,LEG2DT，选手们面对人品扔骰子还是手工的DT。,121.3615754,31.15965765
37,SH15,SH15-漕河泾开发区生态公园,LEG3RI：拍摄指定建筑，选手们终于走出了闵行，但继续在公园穿梭，展开了迷路1小时的神奇之旅。,121.4029206,31.16429968
37,SH15,SH15-漕河泾开发区公园,SH15第三赛段途经点，选手们在生态公园和公园的类似名称中不知所措。,121.4004907,31.1689999
37,SH15,SH15-漕河泾开发区站,LEG3RI，选手可以看到加油站的大拇指雕塑。,121.3976269,31.17044475
37,SH15,SH15-华山绿地,SH15第三赛段途经点，又是一个人品抽签答题任务。,121.4325387,31.2068694
37,SH15,SH15-华山儿童公园,LEG3PS，LEG4起点，选手们若细心观察就能在前往华山绿地的路上发现这处公园。,121.4345857,31.20415217
37,SH15,SH15-复旦大学医学生誓言碑,LEG4RB：逻辑涂色，谁想出的图片线索啊真是莫名其妙。,121.4519921,31.19766874
37,SH15,SH15-滨江绿地,SH15DT：篮球或棒球，烂尾成了我过不去的棒球任务，离龙华中路地铁站相当遥远，选手被迫在夜晚的寒风中瑟瑟发抖。,121.4642309,31.18127972
37,SH15,SH15-汇暻生活广场,SH15终点，毗邻轨道交通4号线鲁班路站，幕后躲在了地下广场中让选手再次崩溃。,121.4775697,31.19920989
38,NJ1,NJ1-情侣园,NJ1起点,118.8097606,32.0702499
38,NJ1,NJ1-中山陵,LEG2 中继站,118.8535253,32.06046869
38,NJ1,NJ1-莲花广场,路障：谁更有文学气质,118.7940247,32.07421183
38,NJ1,NJ1-郭璞墩许愿树,,118.7909283,32.07143388
38,NJ1,NJ1-后湖印月,leg1-dt早茶,118.7871774,32.07731614
38,NJ1,NJ1-北湖艺坊,早操：学习跳舞,118.7886134,32.06841192
38,NJ1,NJ1-玄武门,leg1中继站,118.7872753,32.07066364
38,NJ1,NJ1-南京航空航天大学明故宫校区,leg2路障,118.8185312,32.03406517
38,NJ1,NJ1-国立美术馆旧址,leg2,118.7934187,32.04375755
38,NJ1,NJ1-南京图书馆,leg2-dt学霸：根据图书编号找到指定的图书,118.795763,32.04174587
38,NJ1,NJ1-1912街区,leg2-dt学渣,118.7958179,32.04599352
38,NJ1,NJ1-总统府,leg2,118.7967028,32.04284614
38,NJ1,NJ1-大视界,制作大碗公冰,118.7884409,32.0196165
38,NJ1,NJ1-乌衣巷,leg3ps,118.78982,32.01879073
38,NJ1,NJ1-新街口,,118.7841591,32.04176288
38,NJ1,NJ1-半坡村,leg4-rb品尝咖啡,118.778128,32.05240673
38,NJ1,NJ1-河西万达广场,leg4-rb,118.7374626,32.03302693
38,NJ1,NJ1-绿博园,nj1终点,118.7135899,32.02318856
38,NJ1,NJ1-中山陵（台阶下）,RB：数花坛,118.8537091,32.05681438
39,CD1,CD1-天府广场,成都赛第一季起点。起点线任务：拼自己队伍的合照拼图,104.0657447,30.65738624
39,CD1,CD1-熊猫邮局,第一赛段DT任务领取点,104.0569103,30.66003942
39,CD1,CD1-宽窄巷子,第一赛段DT：制作三大炮,104.0559927,30.66310395
39,CD1,CD1-人民公园,第一赛段DT：回答历史知识,104.0579154,30.6569705
39,CD1,CD1-浣花溪公园,,104.0291788,30.65824916
39,CD1,CD1-青羊宫,第一赛段终点,104.041032,30.66017138
39,CD1,CD1-春熙路,第二赛段起点,104.0793862,30.65346844
39,CD1,CD1-太古里,RB：根据照片寻找地点，和路人拍照,104.0830339,30.65270682
39,CD1,CD1-四川大学,第二赛段终点,104.0846895,30.63461069
39,CD1,CD1-四川大学 东园2幢,找书任务,104.0859996,30.63207043
39,CD1,CD1-iBOX,叠叠乐对战,104.0949179,30.64516633
39,CD1,CD1-GUYS盖世旅行咖啡,在赞助商的场地进行回忆任务,104.1233833,30.66878757
39,CD1,CD1-黑暗中咖啡,闭眼搭积木任务,104.096595,30.64200877
39,CD1,CD1-东区音乐公园大烟囱,冲刺中国第三季最终赛段任务点，成都赛终点。,104.1214444,30.66844071
40,ZH1,ZH1-扬名广场,2015.6.13 珠海赛第1季起点,113.5788493,22.27514886
40,ZH1,ZH1-龙舟亭,leg1-1 RB：抽粽子,113.5780998,22.27870925
40,ZH1,ZH1-海天驿站,leg1-2 DT：运沙袋 or 认植物,113.5794903,22.29960999
40,ZH1,ZH1-林伟民像,leg1-3 中继站,113.5655143,22.28448799
40,ZH1,ZH1-华发健身广场,leg2-1 DT：扇子上 or 扇子下,113.5627804,22.27242967
40,ZH1,ZH1-香洲体育广场,leg2-2 回转点,113.5625099,22.27094062
40,ZH1,ZH1-富华里,leg2-3 RB：观察雕像回答问题,113.5419075,22.23499823
40,ZH1,ZH1-愚园,leg2-4 中继站,113.5509708,22.23550062
40,ZH1,ZH1-街边公园（真叫这个名字）,leg3-1 联合：飞盘,113.551778,22.23544897
40,ZH1,ZH1-酒吧街广场,leg3-2 RB：敲酒瓶,113.5621502,22.22602065
40,ZH1,ZH1-日华花园公交站,leg3-3 让路点,113.5635843,22.22596864
40,ZH1,ZH1-水湾园,leg3-4 中继站,113.5710593,22.23396029
40,ZH1,ZH1-水湾路艺术墙,leg4-1 RI任务：找出贴在墙上的5个字,113.5720667,22.23703715
40,ZH1,ZH1-石花山公园,leg4-2 DT 文科 or 工科,113.5787569,22.24089278
40,ZH1,ZH1-珠海度假村,leg4-3 珠海赛第1季终点,113.581843,22.23879372
41,YD9,YD9-治本村砖窑,一座历史悠久的砖窑，鬼知道幕后是怎么找到这里的！,120.8866786,30.88253103
41,YD9,YD9-洪溪福英方糕店,幕后去那里寻找传说中的“人物云片糕”，然而只有软糕了……,120.888928,30.88388971
41,YD9,YD9-天山公园,YD9起点，本来在对面的，但是对面在整修。\nLEG6起点。,121.4162871,31.20836613
41,YD9,YD9-安昌古镇仁昌酱园,RB1点，比赛刚刚开始，很多队伍有充沛精力以至于他们搭乘公共交通然后走了过来，被出租车队伍甩飞,120.4937174,30.13499438
41,YD9,YD9-下沉音乐广场,RB2任务点，逼疯人的打鼓RB，1小时起步太正常，著名表情包的产生地,120.4936699,30.07816317
41,YD9,YD9-瓜渚湖南岸,由于前面一个RB过于精彩，这个DT真是毫无存在感,120.4974145,30.06023972
41,YD9,YD9-运河园,扭脚惨案发生地，直来直去的路竟然也能找1小时？CRP年龄最大参赛者被淘汰地,120.5297496,30.03740026
41,YD9,YD9-西施山遗址公园,占位\n————————————————\n没有错别字，肯定不是威力占的位。我相信威力的人品。,120.5980302,30.00637055
41,YD9,@柠檬小懒,,120.2540769,29.7224373
41,YD9,YD9-鲁迅故居青旅,yd9第二赛段起点。第四赛段起点。,120.5839865,29.9915242
41,YD9,YD9-八字桥,RI店,120.5920406,29.99965928
41,YD9,YD9-古轩亭口,第二赛段中继站，第三赛段起点,120.5811011,30.0003193
41,YD9,YD9-越王殿,体力任务爬山仰卧起坐or手工做大宝剑。青见蜜汁迷路2333,120.5749762,29.99997881
41,YD9,YD9-鲁迅故居,RB空间地点记忆任务。两路痴华导和青见联手做任务，联手在鲁迅家中迷路，联手只对两个。各队大量罚时。,120.5862035,29.99190958
41,YD9,YD9-稽山公园,dt，各队老司机一口闷花雕酒一壶，手拉手朝终点前进。,120.5945841,29.98193558
41,YD9,YD9-绍兴纪事碑,赛段3中继站。,120.5803225,29.96718264
41,YD9,YD9-绍兴北站,各队车票大战心机点，除了蒙蔽的恒恒华导，全员挤上同一班动车,120.5384941,30.09934177
41,YD9,YD9-壕股塔,"rb,登高望远",120.7538625,30.75406093
41,YD9,YD9-端午祭坛,缝制香囊,120.7570277,30.75288442
41,YD9,YD9-金九避难处,韩语记忆RB,120.748766,30.75409678
41,YD9,YD9-嘉兴如家,可能是YD历史上唯一一个去了两次的旅馆。,120.7514489,30.77493615
41,YD9,YD9-思贤塔,一共有596只未被毁坏的石狮子。嘉善赛段最终任务点和终点。,120.9221747,30.84145612
41,YD9,YD9-吴镇纪念馆,选手要找出完整的折纸，本来这里想搞四个小任务的，但是好缺人手啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,120.916161,30.84160702
41,YD9,YD9-上海市群众艺术馆,LEG6RB：想像拼图。,121.4253293,31.18594036
41,YD9,YD9-上海文化广场,LEG6DT选择点。,121.4617207,31.21358268
41,YD9,YD9-嘉善路,LEG6DT：吃锅贴,121.4596239,31.20869844
41,YD9,YD9-绍兴公园,LEG6DT：挑豆子。,121.4637384,31.20891641
41,YD9,YD9-小南门救火塔,LEG6RI。,121.4983898,31.21672038
41,YD9,YD9-老白渡滨江绿地,LEG6回忆任务：选手照片配对。,121.5108698,31.22100963
41,YD9,YD9-自然博物馆新馆,YD9终点。好想从这个地方俯冲起跑啊。,121.4625997,31.23515651
41,YD9,YD9-桌球壹号会所,DAY3最后一个任务，摸麻将/打桌球，大菠萝在这里打了个爽,120.7538903,30.75718968
41,YD9,YD9-荷月桥头,Day3终点。大菠萝泪洒终点，根本没去。,120.750297,30.77017419
42,FJ1,FJ1-福建师范大学仓山校区,FJ1起点,119.3097809,26.03705054
42,FJ1,FJ1-北岸江滨公园,,119.5637299,26.66100833
42,FJ1,FJ1-天后宫,LEG1路线,119.5327991,26.66145203
42,FJ1,FJ1-东湖市场,LEG1路障：土笋冻 或者 光饼,119.5316081,26.66126872
42,FJ1,FJ1-中国邮政八一五路支局,,119.5291652,26.66174196
42,FJ1,FJ1-蔡氏家庙,LEG1路障：听译摩尔斯码,119.5277474,26.66260148
42,FJ1,FJ1-战桥头,LEG1中继站,119.5287906,26.65688836
42,FJ1,FJ1-闽东宾馆,LEG2路线,119.5232086,26.66698118
42,FJ1,FJ1-中华畲族宫,LEG2路障：根据照片找浮雕,119.507069,26.69044347
42,FJ1,FJ1-宁德师范学院,LEG2减速带,119.5393631,26.63818784
42,FJ1,FJ1-报恩寺,LEG2路障：抄经,119.5404423,26.63303947
42,FJ1,FJ1-塔山,LEG2中继站,119.5512407,26.6515398
42,FJ1,FJ1-定光寺,LEG3签到点，第二天起点,119.3057271,26.07687559
42,FJ1,FJ1/FZ3-静天瑜伽馆,FJ1 LEG3绕道：双人瑜伽 或者 顶瑜伽球\nFZ3 LEG3路线：双人瑜伽,119.3103483,26.07689252
42,FJ1,FJ1-七星井,LEG3回转点,119.3032316,26.09134192
42,FJ1,FJ1-开元寺,LEG3路线,119.30162,26.09058393
42,FJ1,FJ1-三坊七巷,LEG3路线：三坊七巷知识答卷,119.2963692,26.08476565
42,FJ1,FJ1-双抛桥,LEG3中继站,119.2946498,26.08540738
42,FJ1,FJ1-淳百味江南水都店,,119.2791852,26.04384164
42,FJ1,FJ1-福建农林大学明德楼,LEG4路线,119.2367576,26.08261925
42,FJ1,FJ1-福州沙滩公园,,119.2303721,26.08337096
42,FJ1,FJ1-北岸公园,LEG1路线,119.5610522,26.66262413
42,FJ1,FJ1-815中路邮政支局,LEG1回转点,119.52924,26.6618196
42,FJ1,FJ1-洪山桥头站自行车租赁点,LEG5路线,119.2562799,26.07654044
